County,District,Budget Type/Operating Group,Concat,Year,Total Spend,Avg Number Students,Avg Spend per Student
MONMOUTH,COLLEGE ACHIEVE ASBURY PARK CHARTER SCHO,O. CHARTER,MonmouthCollege Achieve Asbury Park Charter SchoO. Charter,2015,,,
MONMOUTH,INTERLAKEN,K-12|NON-OPERATING,MonmouthInterlakenK-12|Non-Operating,2015,,,
MONMOUTH,LAKE COMO,K-12|NON-OPERATING,MonmouthLake ComoK-12|Non-Operating,2015,,,
MONMOUTH,OCEAN TWP,"M. K-12|K-12,1800-3500","MonmouthOcean TwpM. K-12|K-12,1800-3500",2015,,,
MIDDLESEX,ACADEMY FOR URBAN LEADER,O. CHARTER,MiddlesexAcademy For Urban LeaderO. Charter,2015,,,
MIDDLESEX,MIDDLESEX CHARTER SCHOOL,O. CHARTER,MiddlesexMiddlesex Charter SchoolO. Charter,2015,,,
MIDDLESEX,MILLTOWN BORO,"K. K-12|K-8,751+","MiddlesexMilltown BoroK. K-12|K-8,751+",2015,,,
MERCER,ACHIEVERS EARLY COLLEGE PREP CHARTER SCH,O. CHARTER,MercerAchievers Early College Prep Charter SchO. Charter,2015,,,
MERCER,EWING TWP,"M. K-12|K-12,1800-3500","MercerEwing TwpM. K-12|K-12,1800-3500",2015,,,
MERCER,HOPEWELL VALLEY REGIONAL,"M. K-12|K-12,1800-3500","MercerHopewell Valley RegionalM. K-12|K-12,1800-3500",2015,,,
MERCER,PAUL ROBESON HUMANITIES,O. CHARTER,MercerPaul Robeson HumanitiesO. Charter,2015,,,
HUDSON,BELOVED COMMUNITY CHARTE,O. CHARTER,HudsonBeloved Community CharteO. Charter,2015,,,
HUDSON,DR LENA EDWARDS ACADEMIC,O. CHARTER,HudsonDr Lena Edwards AcademicO. Charter,2015,,,
HUDSON,HUDSON ARTS AND SCIENCE,O. CHARTER,HudsonHudson Arts And ScienceO. Charter,2015,,,
HUDSON,JERSEY CITY GOLDEN DOOR,O. CHARTER,HudsonJersey City Golden DoorO. Charter,2015,,,
HUDSON,THE ETHICAL COMMUNITY CH,O. CHARTER,HudsonThe Ethical Community ChO. Charter,2015,,,
GLOUCESTER,NEWFIELD BORO,K-12|NON-OPERATING,GloucesterNewfield BoroK-12|Non-Operating,2015,,,
ESSEX,ACHIEVE COMMUNITY CHARTER SCHOOL,O. CHARTER,EssexAchieve Community Charter SchoolO. Charter,2015,,,
ESSEX,BURCH CHARTER SCHOOL OF,O. CHARTER,EssexBurch Charter School OfO. Charter,2015,,,
ESSEX,GREAT OAKS LEGACY CHARTER SCHOOL,O. CHARTER,EssexGreat Oaks Legacy Charter SchoolO. Charter,2015,,,
ESSEX,LEAD ACADEMY CHARTER SCHOOL,O. CHARTER,EssexLead Academy Charter SchoolO. Charter,2015,,,
ESSEX,LINK COMMUNITY CHARTER S,O. CHARTER,EssexLink Community Charter SO. Charter,2015,,,
ESSEX,NEWARK EDUCATORS COMMUNI,O. CHARTER,EssexNewark Educators CommuniO. Charter,2015,,,
ESSEX,NORTH STAR ACADEMY CHART,O. CHARTER,EssexNorth Star Academy ChartO. Charter,2015,,,
ESSEX,TEAM ACADEMY CHARTER SCH,O. CHARTER,EssexTeam Academy Charter SchO. Charter,2015,,,
CUMBERLAND,BRIDGETON PUBLIC CHARTER,O. CHARTER,CumberlandBridgeton Public CharterO. Charter,2015,,,
CUMBERLAND,MILLVILLE PUBLIC CHARTER,O. CHARTER,CumberlandMillville Public CharterO. Charter,2015,,,
CUMBERLAND,VINELAND PUBLIC CHARTER,O. CHARTER,CumberlandVineland Public CharterO. Charter,2015,,,
CAPE MAY,CAPE MAY POINT,K-12|NON-OPERATING,Cape MayCape May PointK-12|Non-Operating,2015,,,
CAPE MAY,SEA ISLE CITY,H. K-12|K-6,Cape MaySea Isle CityH. K-12|K-6,2015,,,
CAPE MAY,WEST WILDWOOD,K-12|NON-OPERATING,Cape MayWest WildwoodK-12|Non-Operating,2015,,,
CAMDEN,CAMDEN'S PROMISE CHARTER,O. CHARTER,CamdenCamden's Promise CharterO. Charter,2015,,,
CAMDEN,FREEDOM PREP CHARTER SCH,O. CHARTER,CamdenFreedom Prep Charter SchO. Charter,2015,,,
CAMDEN,HI NELLA,K-12|NON-OPERATING,CamdenHi NellaK-12|Non-Operating,2015,,,
CAMDEN,MERCHANTVILLE BORO,"J. K-12|K-8,401-750","CamdenMerchantville BoroJ. K-12|K-8,401-750",2015,,,
CAMDEN,PINE VALLEY,K-12|NON-OPERATING,CamdenPine ValleyK-12|Non-Operating,2015,,,
BURLINGTON,DELANCO TWP,"J. K-12|K-8,401-750","BurlingtonDelanco TwpJ. K-12|K-8,401-750",2015,,,
BURLINGTON,SHAMONG TWP,"D. K-8|K-8,401-750","BurlingtonShamong TwpD. K-8|K-8,401-750",2015,,,
BURLINGTON,WASHINGTON TWP,K-12|NON-OPERATING,BurlingtonWashington TwpK-12|Non-Operating,2015,,,
BURLINGTON,WILLINGBORO TWP,"M. K-12|K-12,1800-3500","BurlingtonWillingboro TwpM. K-12|K-12,1800-3500",2015,,,
BERGEN,BERGEN ARTS AND SCIENCES,O. CHARTER,BergenBergen Arts And SciencesO. Charter,2015,,,
BERGEN,HASBROUCK HEIGHTS BORO,"L. K-12|K-12,0-1800","BergenHasbrouck Heights BoroL. K-12|K-12,0-1800",2015,,,
BERGEN,HAWORTH BORO,"C. K-8|K-8,0-400","BergenHaworth BoroC. K-8|K-8,0-400",2015,,,
BERGEN,NORTH ARLINGTON BORO,"M. K-12|K-12,1800-3500","BergenNorth Arlington BoroM. K-12|K-12,1800-3500",2015,,,
BERGEN,ROCKLEIGH,K-12|NON-OPERATING,BergenRockleighK-12|Non-Operating,2015,,,
BERGEN,WOODCLIFF LAKE BORO,"D. K-8|K-8,401-750","BergenWoodcliff Lake BoroD. K-8|K-8,401-750",2015,,,
ATLANTIC,ATLANTIC CITY COMMUNITY,O. CHARTER,AtlanticAtlantic City CommunityO. Charter,2015,,,
ATLANTIC,BUENA REGIONAL,"L. K-12|K-12,0-1800","AtlanticBuena RegionalL. K-12|K-12,0-1800",2015,,,
ATLANTIC,CORBIN CITY,K-12|NON-OPERATING,AtlanticCorbin CityK-12|Non-Operating,2015,,,
ATLANTIC,INTERNATIONAL ACADEMY,O. CHARTER,AtlanticInternational AcademyO. Charter,2015,,,
ATLANTIC,LONGPORT,K-12|NON-OPERATING,AtlanticLongportK-12|Non-Operating,2015,,,
ATLANTIC,ABSECON CITY,"K. K-12|K-8,751+","ATLANTICABSECON CITYK. K-12|K-8,751+",2016,15182098,892.1,17018
ATLANTIC,ATLANTIC CITY,"N. K-12|K-12,3500+","ATLANTICATLANTIC CITYN. K-12|K-12,3500+",2016,177141732,7334.8,24151
ATLANTIC,ATLANTIC CO SPECIAL SERV,P. CSSD,ATLANTICATLANTIC CO SPECIAL SERVP. CSSD,2016,23211479,386.5,60051
ATLANTIC,ATLANTIC CO VOCATIONAL,Q. COUNTY VOC,ATLANTICATLANTIC CO VOCATIONALQ. COUNTY VOC,2016,26194327,1489,17592
ATLANTIC,BRIGANTINE CITY,"J. K-12|K-8,401-750","ATLANTICBRIGANTINE CITYJ. K-12|K-8,401-750",2016,21216024,810.5,26176
ATLANTIC,BUENA REGIONAL,"M. K-12|K-12,1800-3500","ATLANTICBUENA REGIONALM. K-12|K-12,1800-3500",2016,44744322,1909.4,23434
ATLANTIC,CHARTER-TECH H.S. FOR PRF. ARTS,O. CHARTER,ATLANTICCHARTER-TECH H.S. FOR PRF. ARTSO. CHARTER,2016,,,
ATLANTIC,EGG HARBOR CITY,"D. K-8|K-8,401-750","ATLANTICEGG HARBOR CITYD. K-8|K-8,401-750",2016,12856888,527.2,24389
ATLANTIC,EGG HARBOR TWP,"N. K-12|K-12,3500+","ATLANTICEGG HARBOR TWPN. K-12|K-12,3500+",2016,148123797,7424.4,19951
ATLANTIC,ESTELL MANOR CITY,"I. K-12|K-8,0-400","ATLANTICESTELL MANOR CITYI. K-12|K-8,0-400",2016,4433483,209.1,21206
ATLANTIC,FOLSOM BORO,"J. K-12|K-8,401-750","ATLANTICFOLSOM BOROJ. K-12|K-8,401-750",2016,8876506,485.4,18286
ATLANTIC,GALLOWAY COMMUNITY CHARTER SCHOOL,O. CHARTER,ATLANTICGALLOWAY COMMUNITY CHARTER SCHOOLO. CHARTER,2016,,,
ATLANTIC,GALLOWAY TWP,"E. K-8|K-8,751+","ATLANTICGALLOWAY TWPE. K-8|K-8,751+",2016,66289469,3343.7,19825
ATLANTIC,GREATER EGG HARBOR REG,"G. G9-12|7-12,9-12","ATLANTICGREATER EGG HARBOR REGG. G9-12|7-12,9-12",2016,81228327,3392,23947
ATLANTIC,HAMILTON TWP,"E. K-8|K-8,751+","ATLANTICHAMILTON TWPE. K-8|K-8,751+",2016,54010978,3049.5,17712
ATLANTIC,HAMMONTON TOWN,"N. K-12|K-12,3500+","ATLANTICHAMMONTON TOWNN. K-12|K-12,3500+",2016,55107436,3667.2,15027
ATLANTIC,LINWOOD CITY,"E. K-8|K-8,751+","ATLANTICLINWOOD CITYE. K-8|K-8,751+",2016,15480321,836.8,18500
ATLANTIC,MAINLAND REGIONAL,"G. G9-12|7-12,9-12","ATLANTICMAINLAND REGIONALG. G9-12|7-12,9-12",2016,32368603,1319.7,24527
ATLANTIC,MARGATE CITY,"J. K-12|K-8,401-750","ATLANTICMARGATE CITYJ. K-12|K-8,401-750",2016,,,
ATLANTIC,MULLICA TWP,"E. K-8|K-8,751+","ATLANTICMULLICA TWPE. K-8|K-8,751+",2016,,,
ATLANTIC,NORTHFIELD CITY,"E. K-8|K-8,751+","ATLANTICNORTHFIELD CITYE. K-8|K-8,751+",2016,16677007,910.4,18318
ATLANTIC,PLEASANTVILLE CITY,"N. K-12|K-12,3500+","ATLANTICPLEASANTVILLE CITYN. K-12|K-12,3500+",2016,97551664,4010.9,24321
ATLANTIC,PORT REPUBLIC CITY,"I. K-12|K-8,0-400","ATLANTICPORT REPUBLIC CITYI. K-12|K-8,0-400",2016,2998951,173.1,17327
ATLANTIC,SOMERS POINT CITY,"E. K-8|K-8,751+","ATLANTICSOMERS POINT CITYE. K-8|K-8,751+",2016,19187427,985,19480
ATLANTIC,VENTNOR CITY,"K. K-12|K-8,751+","ATLANTICVENTNOR CITYK. K-12|K-8,751+",2016,,,
ATLANTIC,WEYMOUTH TWP,"I. K-12|K-8,0-400","ATLANTICWEYMOUTH TWPI. K-12|K-8,0-400",2016,4987864,230.9,21602
BERGEN,ALLENDALE BORO,"E. K-8|K-8,751+","BERGENALLENDALE BOROE. K-8|K-8,751+",2016,18839747,913,20636
BERGEN,ALPINE BORO,"I. K-12|K-8,0-400","BERGENALPINE BOROI. K-12|K-8,0-400",2016,6811840,221.4,30765
BERGEN,BERGEN ARTS & SCIENCE CHARTER SCHOOL,O. CHARTER,BERGENBERGEN ARTS & SCIENCE CHARTER SCHOOLO. CHARTER,2016,,,
BERGEN,BERGEN CO SPECIAL SERVICE,P. CSSD,BERGENBERGEN CO SPECIAL SERVICEP. CSSD,2016,63826293,655.1,97424
BERGEN,BERGEN COUNTY VOCATIONAL,Q. COUNTY VOC,BERGENBERGEN COUNTY VOCATIONALQ. COUNTY VOC,2016,76801115,2159.3,35568
BERGEN,BERGENFIELD BORO,"M. K-12|K-12,1800-3500","BERGENBERGENFIELD BOROM. K-12|K-12,1800-3500",2016,,,
BERGEN,BOGOTA BORO,"L. K-12|K-12,0-1800","BERGENBOGOTA BOROL. K-12|K-12,0-1800",2016,22541031,1130.9,19931
BERGEN,CARLSTADT BORO,"D. K-8|K-8,401-750","BERGENCARLSTADT BOROD. K-8|K-8,401-750",2016,13128466,574.8,22840
BERGEN,CARLSTADT-EAST RUTHERFORD,"G. G9-12|7-12,9-12","BERGENCARLSTADT-EAST RUTHERFORDG. G9-12|7-12,9-12",2016,16381609,496.4,33000
BERGEN,CLIFFSIDE PARK BORO,"M. K-12|K-12,1800-3500","BERGENCLIFFSIDE PARK BOROM. K-12|K-12,1800-3500",2016,51230451,2976.8,17210
BERGEN,CLOSTER BORO,"E. K-8|K-8,751+","BERGENCLOSTER BOROE. K-8|K-8,751+",2016,21560411,1127.8,19117
BERGEN,CRESSKILL BORO,"L. K-12|K-12,0-1800","BERGENCRESSKILL BOROL. K-12|K-12,0-1800",2016,,,
BERGEN,DEMAREST BORO,"D. K-8|K-8,401-750","BERGENDEMAREST BOROD. K-8|K-8,401-750",2016,15670753,687.9,22779
BERGEN,DUMONT BORO,"M. K-12|K-12,1800-3500","BERGENDUMONT BOROM. K-12|K-12,1800-3500",2016,49483828,2613.2,18936
BERGEN,EAST RUTHERFORD BORO,"E. K-8|K-8,751+","BERGENEAST RUTHERFORD BOROE. K-8|K-8,751+",2016,18153709,828.4,21915
BERGEN,EDGEWATER BORO,H. K-12|K-6,BERGENEDGEWATER BOROH. K-12|K-6,2016,23318428,1311.9,17775
BERGEN,ELMWOOD PARK,"M. K-12|K-12,1800-3500","BERGENELMWOOD PARKM. K-12|K-12,1800-3500",2016,44881387,2601.5,17252
BERGEN,EMERSON BORO,"L. K-12|K-12,0-1800","BERGENEMERSON BOROL. K-12|K-12,0-1800",2016,22756403,1193,19075
BERGEN,ENGLEWOOD CITY,"M. K-12|K-12,1800-3500","BERGENENGLEWOOD CITYM. K-12|K-12,1800-3500",2016,76282282,3161.7,24127
BERGEN,ENGLEWOOD CLIFFS BORO,"J. K-12|K-8,401-750","BERGENENGLEWOOD CLIFFS BOROJ. K-12|K-8,401-750",2016,13404567,592.9,22607
BERGEN,ENGLEWOOD ON THE PALISADES CHARTER SCHOO,O. CHARTER,BERGENENGLEWOOD ON THE PALISADES CHARTER SCHOOO. CHARTER,2016,,,
BERGEN,FAIR LAWN BORO,"N. K-12|K-12,3500+","BERGENFAIR LAWN BORON. K-12|K-12,3500+",2016,97292251,4842.2,20093
BERGEN,FAIRVIEW BORO,"K. K-12|K-8,751+","BERGENFAIRVIEW BOROK. K-12|K-8,751+",2016,25357591,1832.9,13835
BERGEN,FORT LEE BORO,"N. K-12|K-12,3500+","BERGENFORT LEE BORON. K-12|K-12,3500+",2016,72927808,3761.4,19389
BERGEN,FRANKLIN LAKES BORO,"E. K-8|K-8,751+","BERGENFRANKLIN LAKES BOROE. K-8|K-8,751+",2016,32515863,1189.8,27329
BERGEN,GARFIELD CITY,"N. K-12|K-12,3500+","BERGENGARFIELD CITYN. K-12|K-12,3500+",2016,111929987,5034.1,22234
BERGEN,GLEN ROCK BORO,"M. K-12|K-12,1800-3500","BERGENGLEN ROCK BOROM. K-12|K-12,1800-3500",2016,53012151,2472.5,21441
BERGEN,HACKENSACK CITY,"N. K-12|K-12,3500+","BERGENHACKENSACK CITYN. K-12|K-12,3500+",2016,112952819,5756.3,19623
BERGEN,HARRINGTON PARK BORO,"D. K-8|K-8,401-750","BERGENHARRINGTON PARK BOROD. K-8|K-8,401-750",2016,14139697,651.8,21694
BERGEN,HASBROUCK HEIGHTS BORO,"M. K-12|K-12,1800-3500","BERGENHASBROUCK HEIGHTS BOROM. K-12|K-12,1800-3500",2016,33979879,1896,17921
BERGEN,HAWORTH BORO,"D. K-8|K-8,401-750","BERGENHAWORTH BOROD. K-8|K-8,401-750",2016,10144224,429.2,23638
BERGEN,HILLSDALE BORO,"E. K-8|K-8,751+","BERGENHILLSDALE BOROE. K-8|K-8,751+",2016,24674625,1191.7,20706
BERGEN,HO HO KUS BORO,"J. K-12|K-8,401-750","BERGENHO HO KUS BOROJ. K-12|K-8,401-750",2016,15988564,874.4,18286
BERGEN,LEONIA BORO,"M. K-12|K-12,1800-3500","BERGENLEONIA BOROM. K-12|K-12,1800-3500",2016,37351845,1833.8,20369
BERGEN,LITTLE FERRY BORO,"K. K-12|K-8,751+","BERGENLITTLE FERRY BOROK. K-12|K-8,751+",2016,22434674,1363.1,16459
BERGEN,LODI BOROUGH,"M. K-12|K-12,1800-3500","BERGENLODI BOROUGHM. K-12|K-12,1800-3500",2016,68510520,3398.3,20160
BERGEN,LYNDHURST TWP,"M. K-12|K-12,1800-3500","BERGENLYNDHURST TWPM. K-12|K-12,1800-3500",2016,44102779,2433.5,18124
BERGEN,MAHWAH TWP,"M. K-12|K-12,1800-3500","BERGENMAHWAH TWPM. K-12|K-12,1800-3500",2016,68687260,3033.6,22642
BERGEN,MAYWOOD BORO,"K. K-12|K-8,751+","BERGENMAYWOOD BOROK. K-12|K-8,751+",2016,22038209,1238.1,17800
BERGEN,MIDLAND PARK BORO,"L. K-12|K-12,0-1800","BERGENMIDLAND PARK BOROL. K-12|K-12,0-1800",2016,23857380,991.6,24059
BERGEN,MONTVALE BORO,"E. K-8|K-8,751+","BERGENMONTVALE BOROE. K-8|K-8,751+",2016,18120292,1009.7,17946
BERGEN,MOONACHIE BORO,"I. K-12|K-8,0-400","BERGENMOONACHIE BOROI. K-12|K-8,0-400",2016,9036757,415.4,21756
BERGEN,NEW MILFORD BORO,"M. K-12|K-12,1800-3500","BERGENNEW MILFORD BOROM. K-12|K-12,1800-3500",2016,39164952,2015.5,19432
BERGEN,NORTH ARLINGTON BORO,"L. K-12|K-12,0-1800","BERGENNORTH ARLINGTON BOROL. K-12|K-12,0-1800",2016,26971065,1788.4,15081
BERGEN,NORTHERN HIGHLANDS REG,"G. G9-12|7-12,9-12","BERGENNORTHERN HIGHLANDS REGG. G9-12|7-12,9-12",2016,34555935,1376,25114
BERGEN,NORTHERN VALLEY REGIONAL,"G. G9-12|7-12,9-12","BERGENNORTHERN VALLEY REGIONALG. G9-12|7-12,9-12",2016,62948407,2538.3,24799
BERGEN,NORTHVALE BORO,"D. K-8|K-8,401-750","BERGENNORTHVALE BOROD. K-8|K-8,401-750",2016,11330629,540.7,20955
BERGEN,NORWOOD BORO,"D. K-8|K-8,401-750","BERGENNORWOOD BOROD. K-8|K-8,401-750",2016,11776095,598,19691
BERGEN,OAKLAND BORO,"E. K-8|K-8,751+","BERGENOAKLAND BOROE. K-8|K-8,751+",2016,31950592,1497.3,21338
BERGEN,OLD TAPPAN BORO,"D. K-8|K-8,401-750","BERGENOLD TAPPAN BOROD. K-8|K-8,401-750",2016,15160208,734.5,20641
BERGEN,ORADELL BORO,A. K-6|K-6,BERGENORADELL BOROA. K-6|K-6,2016,12650187,764.1,16556
BERGEN,PALISADES PARK,"L. K-12|K-12,0-1800","BERGENPALISADES PARKL. K-12|K-12,0-1800",2016,28266483,1657.2,17057
BERGEN,PARAMUS BORO,"N. K-12|K-12,3500+","BERGENPARAMUS BORON. K-12|K-12,3500+",2016,89421983,3937.7,22709
BERGEN,PARK RIDGE BORO,"L. K-12|K-12,0-1800","BERGENPARK RIDGE BOROL. K-12|K-12,0-1800",2016,30573261,1233.4,24788
BERGEN,PASCACK VALLEY REGIONAL,"G. G9-12|7-12,9-12","BERGENPASCACK VALLEY REGIONALG. G9-12|7-12,9-12",2016,54730290,2093.3,26145
BERGEN,RAMAPO-INDIAN HILL REG,"G. G9-12|7-12,9-12","BERGENRAMAPO-INDIAN HILL REGG. G9-12|7-12,9-12",2016,57253666,2335.9,24510
BERGEN,RAMSEY BORO,"M. K-12|K-12,1800-3500","BERGENRAMSEY BOROM. K-12|K-12,1800-3500",2016,62528247,2871.4,21776
BERGEN,RIDGEFIELD BORO,"L. K-12|K-12,0-1800","BERGENRIDGEFIELD BOROL. K-12|K-12,0-1800",2016,42045021,1721.1,24429
BERGEN,RIDGEFIELD PARK TWP,"M. K-12|K-12,1800-3500","BERGENRIDGEFIELD PARK TWPM. K-12|K-12,1800-3500",2016,43382727,2421.2,17918
BERGEN,RIDGEWOOD VILLAGE,"N. K-12|K-12,3500+","BERGENRIDGEWOOD VILLAGEN. K-12|K-12,3500+",2016,110053215,5751.5,19135
BERGEN,RIVER DELL REGIONAL,"F. G7-12|7-12,9-12","BERGENRIVER DELL REGIONALF. G7-12|7-12,9-12",2016,35416634,1663.2,21295
BERGEN,RIVER EDGE BORO,A. K-6|K-6,BERGENRIVER EDGE BOROA. K-6|K-6,2016,19806453,1177.7,16817
BERGEN,RIVER VALE TWP,"E. K-8|K-8,751+","BERGENRIVER VALE TWPE. K-8|K-8,751+",2016,24405472,1201.7,20309
BERGEN,ROCHELLE PARK TWP,"J. K-12|K-8,401-750","BERGENROCHELLE PARK TWPJ. K-12|K-8,401-750",2016,13690514,659.3,20764
BERGEN,RUTHERFORD BORO,"M. K-12|K-12,1800-3500","BERGENRUTHERFORD BOROM. K-12|K-12,1800-3500",2016,49164605,2548.8,19289
BERGEN,SADDLE BROOK TWP,"L. K-12|K-12,0-1800","BERGENSADDLE BROOK TWPL. K-12|K-12,0-1800",2016,36507722,1758.8,20757
BERGEN,SADDLE RIVER BORO,H. K-12|K-6,BERGENSADDLE RIVER BOROH. K-12|K-6,2016,9144035,400.4,22839
BERGEN,SOUTH HACKENSACK TWP,"I. K-12|K-8,0-400","BERGENSOUTH HACKENSACK TWPI. K-12|K-8,0-400",2016,9232327,357.1,25854
BERGEN,TEANECK COMMUNITY CHARTER SCHOOL,O. CHARTER,BERGENTEANECK COMMUNITY CHARTER SCHOOLO. CHARTER,2016,,,
BERGEN,TEANECK TWP,"N. K-12|K-12,3500+","BERGENTEANECK TWPN. K-12|K-12,3500+",2016,98012825,3716.6,26372
BERGEN,TENAFLY BORO,"N. K-12|K-12,3500+","BERGENTENAFLY BORON. K-12|K-12,3500+",2016,76176891,3675.1,20728
BERGEN,UPPER SADDLE RIVER BORO,"E. K-8|K-8,751+","BERGENUPPER SADDLE RIVER BOROE. K-8|K-8,751+",2016,25777504,1238.2,20818
BERGEN,WALDWICK BORO,"L. K-12|K-12,0-1800","BERGENWALDWICK BOROL. K-12|K-12,0-1800",2016,32292221,1609.6,20063
BERGEN,WALLINGTON BORO,"L. K-12|K-12,0-1800","BERGENWALLINGTON BOROL. K-12|K-12,0-1800",2016,21804895,1325.5,16450
BERGEN,WESTWOOD REGIONAL,"M. K-12|K-12,1800-3500","BERGENWESTWOOD REGIONALM. K-12|K-12,1800-3500",2016,55088051,2781.8,19803
BERGEN,WOOD-RIDGE BORO,"L. K-12|K-12,0-1800","BERGENWOOD-RIDGE BOROL. K-12|K-12,0-1800",2016,22622573,1219.4,18552
BERGEN,WOODCLIFF LAKE BORO,"E. K-8|K-8,751+","BERGENWOODCLIFF LAKE BOROE. K-8|K-8,751+",2016,17814559,771.7,23084
BERGEN,WYCKOFF TWP,"E. K-8|K-8,751+","BERGENWYCKOFF TWPE. K-8|K-8,751+",2016,44107015,2097.1,21032
BURLINGTON,BASS RIVER TWP,A. K-6|K-6,BURLINGTONBASS RIVER TWPA. K-6|K-6,2016,2754989,109.5,25164
BURLINGTON,BEVERLY CITY,"I. K-12|K-8,0-400","BURLINGTONBEVERLY CITYI. K-12|K-8,0-400",2016,7542910,349.2,21600
BURLINGTON,BORDENTOWN REGIONAL,"M. K-12|K-12,1800-3500","BURLINGTONBORDENTOWN REGIONALM. K-12|K-12,1800-3500",2016,46790804,2533.9,18466
BURLINGTON,BURLINGTON CITY,"L. K-12|K-12,0-1800","BURLINGTONBURLINGTON CITYL. K-12|K-12,0-1800",2016,50030405,1776.2,28168
BURLINGTON,BURLINGTON CO SPEC SERV,P. CSSD,BURLINGTONBURLINGTON CO SPEC SERVP. CSSD,2016,45093186,690.2,65329
BURLINGTON,BURLINGTON CO VOCATIONAL,Q. COUNTY VOC,BURLINGTONBURLINGTON CO VOCATIONALQ. COUNTY VOC,2016,47781394,2030.3,23534
BURLINGTON,BURLINGTON TWP,"N. K-12|K-12,3500+","BURLINGTONBURLINGTON TWPN. K-12|K-12,3500+",2016,73861890,3987.3,18524
BURLINGTON,CHESTERFIELD TWP,A. K-6|K-6,BURLINGTONCHESTERFIELD TWPA. K-6|K-6,2016,12761573,767.4,16630
BURLINGTON,CINNAMINSON TWP,"M. K-12|K-12,1800-3500","BURLINGTONCINNAMINSON TWPM. K-12|K-12,1800-3500",2016,49404077,2488.1,19856
BURLINGTON,DELANCO TWP,"I. K-12|K-8,0-400","BURLINGTONDELANCO TWPI. K-12|K-8,0-400",2016,9775363,512.8,19063
BURLINGTON,DELRAN TWP,"M. K-12|K-12,1800-3500","BURLINGTONDELRAN TWPM. K-12|K-12,1800-3500",2016,52057857,3061.2,17006
BURLINGTON,EASTAMPTON TWP,"D. K-8|K-8,401-750","BURLINGTONEASTAMPTON TWPD. K-8|K-8,401-750",2016,12403017,609.5,20348
BURLINGTON,EDGEWATER PARK TWP,"K. K-12|K-8,751+","BURLINGTONEDGEWATER PARK TWPK. K-12|K-8,751+",2016,18514238,1055,17549
BURLINGTON,EVESHAM TWP,"E. K-8|K-8,751+","BURLINGTONEVESHAM TWPE. K-8|K-8,751+",2016,86336939,4500.2,19185
BURLINGTON,FLORENCE TWP,"L. K-12|K-12,0-1800","BURLINGTONFLORENCE TWPL. K-12|K-12,0-1800",2016,31761456,1638.5,19384
BURLINGTON,HAINESPORT TWP,"D. K-8|K-8,401-750","BURLINGTONHAINESPORT TWPD. K-8|K-8,401-750",2016,11114820,630.3,17633
BURLINGTON,LENAPE REGIONAL,"G. G9-12|7-12,9-12","BURLINGTONLENAPE REGIONALG. G9-12|7-12,9-12",2016,168868288,6858.5,24622
BURLINGTON,LUMBERTON TWP,"E. K-8|K-8,751+","BURLINGTONLUMBERTON TWPE. K-8|K-8,751+",2016,27696176,1404.2,19723
BURLINGTON,MANSFIELD TWP,A. K-6|K-6,BURLINGTONMANSFIELD TWPA. K-6|K-6,2016,13344943,646.4,20644
BURLINGTON,MAPLE SHADE TWP,"M. K-12|K-12,1800-3500","BURLINGTONMAPLE SHADE TWPM. K-12|K-12,1800-3500",2016,41743477,2216.7,18832
BURLINGTON,MEDFORD LAKES BORO,"D. K-8|K-8,401-750","BURLINGTONMEDFORD LAKES BOROD. K-8|K-8,401-750",2016,8361415,547.9,15260
BURLINGTON,MEDFORD TWP,"E. K-8|K-8,751+","BURLINGTONMEDFORD TWPE. K-8|K-8,751+",2016,54658580,2759.8,19805
BURLINGTON,MOORESTOWN TWP,"N. K-12|K-12,3500+","BURLINGTONMOORESTOWN TWPN. K-12|K-12,3500+",2016,79989455,3952.1,20240
BURLINGTON,MOUNT HOLLY TWP,"E. K-8|K-8,751+","BURLINGTONMOUNT HOLLY TWPE. K-8|K-8,751+",2016,21365084,1018,20988
BURLINGTON,MOUNT LAUREL TWP,"E. K-8|K-8,751+","BURLINGTONMOUNT LAUREL TWPE. K-8|K-8,751+",2016,78135024,4238.6,18434
BURLINGTON,NEW HANOVER TWP,"I. K-12|K-8,0-400","BURLINGTONNEW HANOVER TWPI. K-12|K-8,0-400",2016,6654707,244.8,27189
BURLINGTON,NORTH HANOVER TWP,A. K-6|K-6,BURLINGTONNORTH HANOVER TWPA. K-6|K-6,2016,29060732,1199.2,24234
BURLINGTON,NORTHERN BURLINGTON REG,"F. G7-12|7-12,9-12","BURLINGTONNORTHERN BURLINGTON REGF. G7-12|7-12,9-12",2016,41463774,2058,20148
BURLINGTON,PALMYRA BORO,"L. K-12|K-12,0-1800","BURLINGTONPALMYRA BOROL. K-12|K-12,0-1800",2016,18295438,959.7,19063
BURLINGTON,PEMBERTON TWP,"N. K-12|K-12,3500+","BURLINGTONPEMBERTON TWPN. K-12|K-12,3500+",2016,124176650,5163.4,24049
BURLINGTON,RANCOCAS VALLEY REGIONAL,"G. G9-12|7-12,9-12","BURLINGTONRANCOCAS VALLEY REGIONALG. G9-12|7-12,9-12",2016,39738046,2137.7,18589
BURLINGTON,RENAISSANCE REGIONAL LEADERSHIP CHARTER,O. CHARTER,BURLINGTONRENAISSANCE REGIONAL LEADERSHIP CHARTERO. CHARTER,2016,,,
